Property,LandValue,BuildingValue,Acres,AboveSpace,Basement,Deck,Baths,Toilets,Fireplaces,Beds,Rooms,AC,Age,Car,PoorCondition,GoodCondition,Price
4245,23900,118400,0.254,1561,0,0,1,1,1,3,2,1,54.77808219,440,0,1,0
4246,16000,67000,0.212,1188,0,0,1,0,0,2,2,1,81.79452055,0,0,0,0
4247,14900,71300,0.149,1000,0,96,2,0,0,3,2,1,64.78356164,0,0,1,0
4248,22600,36400,0.167,480,0,0,1,0,0,2,2,0,61.78082192,0,0,0,0
4249,11600,56600,0.147,854,0,160,1,0,0,2,3,1,104.8109589,0,0,0,0
4250,18900,87500,0.139,1210,0,0,1,0,0,4,2,0,58.78082192,240,0,1,0
4251,11300,48200,0.174,1108,0,0,1,0,0,2,3,0,98.80821918,160,0,0,0
4252,13500,41900,0.163,816,0,0,1,0,0,2,3,1,95.80547945,0,0,0,0
4253,16400,54700,0.15,888,0,0,1,0,0,2,2,0,100.8082192,0,0,1,0
4254,27500,119000,0.17,1396,0,100,2,1,1,3,2,1,4.742465753,440,0,0,0
4255,22700,95000,0.251,1040,0,0,1,1,0,3,2,1,57.77808219,0,0,1,0
4256,10900,59600,0.172,1320,0,0,1,0,0,2,3,1,99.80821918,0,0,1,0
4257,17800,59400,0.149,612,0,0,1,0,0,2,2,1,61.78082192,0,0,0,0
4258,23300,87500,0.155,1037,0,0,1,0,0,3,2,1,62.78356164,0,0,1,0
4259,10300,46800,0.157,1306,0,0,1,0,1,2,3,0,88.8,0,1,0,0
4260,9600,41900,0.298,960,0,0,1,0,0,3,2,0,98.80821918,0,0,0,0
4261,14500,116600,0.26,1128,500,0,2,1,1,3,2,0,39.76712329,0,0,0,0
4262,11300,41200,0.121,826,0,0,1,0,0,3,2,0,92.80273973,0,0,0,0
4263,17300,55200,0.241,1259,0,0,1,0,0,3,3,0,71.7890411,264,1,0,0
4264,15600,99900,0.156,762,662,120,1,0,0,3,2,1,26.75890411,0,0,1,0
4265,14900,142700,0.831,2924,0,0,1,1,1,5,4,1,124.8219178,0,0,1,0
4266,26300,45500,0.162,600,0,0,1,0,0,1,2,0,90.80273973,0,0,0,0
4267,32300,200800,0.202,1535,785,144,3,0,1,4,4,1,6.745205479,724,0,0,0
4268,26300,124500,0.279,1478,0,132,2,0,1,3,3,1,42.76986301,462,0,0,0
4269,32600,111900,0.298,1696,0,258,1,1,1,3,3,1,58.78082192,308,0,1,0
4270,15200,58400,0.149,816,0,0,1,0,0,2,3,1,88.8,0,0,1,0
4271,22500,82500,0.152,1142,100,144,1,0,0,3,3,1,63.78356164,200,0,1,0
4272,15400,63300,0.203,970,0,0,2,0,0,2,2,0,56.77808219,0,0,1,0
4273,28700,98800,0.453,1310,450,196,1,0,0,3,3,1,69.78630137,0,0,1,0
4274,38200,110800,0.504,1204,500,140,1,0,0,3,2,1,60.78082192,0,0,1,0
4275,5800,25900,0.403,604,0,0,1,0,0,2,2,1,100.8082192,0,0,1,0
4276,23100,88200,0.222,868,800,96,1,1,0,4,3,1,36.76438356,0,0,0,0
4277,4100,64100,0.129,1377,0,0,1,0,1,3,3,1,78.79452055,0,0,0,0
4278,10900,60400,0.103,1012,0,0,1,0,0,2,2,0,91.80273973,0,0,1,0
4279,19200,98200,0.141,823,500,90,2,0,0,3,2,1,18.75342466,240,0,1,0
4280,28100,131500,0.181,1428,450,0,2,0,1,4,2,1,77.79178082,0,0,1,0
4281,22500,39200,0.353,648,140,0,1,0,0,2,2,0,64.78356164,0,0,1,0
4282,26900,108100,0.191,1636,0,80,1,0,1,3,2,0,62.78356164,0,0,1,0
4283,16500,70400,0.173,935,0,0,1,1,0,3,2,1,46.77260274,0,0,1,0
4284,25000,107500,0.161,1057,240,0,1,0,1,2,3,1,69.78630137,0,0,1,0
4285,4100,31000,0.097,900,0,0,1,0,0,2,3,0,94.80547945,0,1,0,0
4286,19400,89100,0.172,981,600,0,1,0,0,3,2,1,52.77534247,0,0,1,0
4287,15700,71800,0.152,1033,0,0,1,0,0,3,2,1,57.77808219,0,1,0,0
4288,23700,123100,0.187,1522,0,0,1,0,1,3,1,1,98.80821918,0,0,1,0
4289,26200,86800,0.269,954,0,0,1,0,0,3,2,1,55.77808219,0,0,1,0
4290,16600,57400,0.152,895,0,0,1,0,0,2,2,1,88.8,0,0,1,0
4291,17000,93300,0.17,1048,0,0,1,0,0,3,3,0,57.77808219,0,0,1,0
4292,35600,86900,0.255,832,0,0,2,0,0,2,2,1,62.78356164,0,0,1,0
4293,38500,143600,0.177,1410,0,120,2,0,1,3,2,1,3.742465753,462,0,0,0
4294,28300,116500,0.184,1091,500,0,2,0,1,3,3,1,52.77534247,0,0,1,0
4295,21800,81100,0.16,912,0,120,1,0,0,3,2,1,28.75890411,0,0,1,0
4296,17600,83000,0.219,864,575,144,1,0,0,3,2,1,60.78082192,0,0,1,0
4297,18000,80300,0.239,940,100,0,1,0,0,3,2,1,56.77808219,288,0,0,0
4298,22800,104500,0.174,1092,250,100,2,0,0,3,2,1,20.75342466,0,0,0,0
4299,26400,71700,0.193,1168,0,0,1,0,0,3,2,0,87.8,0,0,1,0
4300,5700,82800,0.245,820,350,0,1,0,0,3,2,1,26.75890411,0,0,0,0
4301,7800,75200,0.16,1456,0,0,1,0,0,3,3,0,98.80821918,252,0,1,0
4302,14400,67600,0.171,840,0,0,1,0,0,3,2,1,46.77260274,0,0,1,0
4303,12900,51100,0.149,952,0,0,1,0,0,4,3,1,104.8109589,0,0,1,0
4304,31400,78000,0.321,864,0,0,1,0,0,3,2,1,58.78082192,0,0,1,0
4305,15800,88100,0.178,1658,0,320,1,0,0,3,3,0,68.78630137,0,0,1,0
4306,13600,56700,0.165,1248,0,0,1,0,0,4,3,0,85.79726027,0,0,0,0
4307,17700,62600,0.158,651,0,0,1,0,0,2,2,0,61.78082192,0,0,1,0
4308,34700,243100,0.381,3104,0,276,4,1,1,6,4,1,34.76438356,0,0,1,0
4309,18200,82100,0.292,1196,0,200,1,0,0,4,3,1,54.77808219,240,0,1,0
4310,15000,65400,0.197,616,0,0,1,0,0,2,2,0,55.77808219,224,0,1,0
4311,11100,114200,0.161,1034,0,144,1,0,0,2,2,1,10.74794521,0,0,0,0
4312,14700,93100,0.164,1444,1000,0,2,0,0,4,1,1,100.8082192,0,0,0,0
4313,16100,64600,0.146,1084,288,0,2,0,0,2,5,0,93.80273973,0,0,1,0
4314,31400,133400,0.257,1260,400,0,1,0,1,3,3,1,58.78082192,528,0,0,0
4315,26400,136600,0.161,1139,0,0,1,1,1,3,3,1,73.7890411,0,0,1,0
4316,4900,32900,0.115,760,0,0,1,0,0,2,3,0,73.7890411,0,0,0,0
4317,9100,58600,0.294,882,0,0,1,0,0,3,2,0,74.79178082,0,0,0,0
4318,17700,87200,0.168,751,198,0,1,1,0,2,2,1,50.77534247,0,0,1,0
4319,35200,127900,0.225,1116,432,0,2,0,1,3,3,1,32.76164384,495,0,1,0
4320,24000,66300,0.161,672,200,0,1,0,0,2,2,1,60.78082192,0,0,1,0
4321,24800,99500,0.172,864,432,200,2,0,0,3,5,1,58.78082192,0,0,1,0
4322,24200,90100,0.477,1439,0,200,2,0,0,4,2,1,81.79452055,0,0,1,0
4323,25100,93000,0.241,1180,590,0,1,1,0,2,3,1,60.78082192,294,0,1,0
4324,38000,51100,1.002,748,0,0,1,0,0,2,2,1,85.79726027,0,0,1,0
4325,12400,40000,0.152,432,0,0,1,0,0,1,2,0,62.78356164,0,0,1,0
4326,28500,52800,0.16,864,0,0,1,0,0,2,3,0,102.8109589,0,0,0,0
4327,45100,246400,0.291,1726,1200,216,3,1,1,3,5,1,5.742465753,779,0,0,0
4328,29900,64500,0.166,1032,0,0,1,0,0,2,2,1,61.78082192,0,0,1,0
4329,20000,112000,0.191,1419,400,0,1,2,1,3,4,1,54.77808219,0,0,1,0
4330,31100,139800,0.208,1646,0,100,2,1,1,3,3,1,13.74794521,400,0,0,0
4331,17700,85300,0.172,864,0,192,1,0,0,2,2,1,48.77260274,0,0,1,0
4332,20300,96600,0.197,1327,0,64,2,0,0,3,3,0,45.76986301,442,1,0,0
4333,11000,145000,0.24,1160,72,99,3,0,0,3,2,1,5.742465753,0,0,0,0
4334,27700,86700,0.238,994,200,0,1,0,0,3,2,1,56.77808219,0,0,1,0
4335,32300,159300,0.219,1391,0,0,2,0,0,3,3,1,50.77534247,400,0,1,0
4336,17600,64500,0.236,960,0,0,1,0,1,3,2,0,90.80273973,0,0,1,0
4337,17300,95000,0.163,1056,0,216,1,0,0,2,2,0,41.76712329,0,0,0,0
4338,16600,48200,0.171,888,0,0,1,0,0,2,2,1,92.80273973,0,0,0,0
4339,14000,102400,0.164,810,700,100,1,0,0,3,2,1,31.76164384,0,0,1,0
4340,59100,130300,3.85,2128,0,0,1,2,2,4,3,1,31.76164384,576,0,1,0
4341,26100,105500,0.161,1085,0,100,1,0,0,3,2,1,58.78082192,0,0,1,0
4342,15200,43500,0.22,650,0,60,1,0,0,1,3,1,48.77260274,0,1,0,0
4343,24900,63800,0.448,1888,650,0,2,1,1,2,3,1,86.8,0,0,1,0
4344,23300,87500,0.137,953,0,0,1,0,1,2,2,1,89.8,360,0,1,0
4345,18100,80200,0.162,1466,0,0,1,1,0,3,4,1,93.80273973,280,0,1,0
4346,14400,64900,0.176,1101,0,308,1,0,0,2,3,1,58.78082192,0,0,1,0
4347,22900,105400,0.22,1100,270,100,2,0,0,3,2,1,19.75342466,0,0,0,0
4348,16300,56900,0.224,840,0,0,1,0,0,3,2,0,62.78356164,0,1,0,0
4349,5700,66500,0.147,897,0,0,2,0,0,3,2,1,29.75890411,0,0,1,0
4350,14400,47600,0.153,702,0,120,1,0,0,1,3,1,100.8082192,0,0,1,0
4351,7700,47400,0.132,677,0,0,1,0,0,2,3,0,89.8,0,0,1,0
4352,11100,60000,0.138,1283,0,0,1,1,0,3,4,1,102.8109589,0,0,0,0
4353,29400,122200,0.193,1515,0,288,1,0,0,3,2,1,54.77808219,0,0,1,0
4354,16400,78700,0.145,840,0,128,1,0,0,2,3,1,47.77260274,0,0,1,0
4355,20200,116400,0.337,1384,700,0,1,1,0,3,2,1,57.77808219,0,0,1,0
4356,19700,85000,0.193,1034,280,0,1,0,0,3,2,1,55.77808219,0,0,1,0
4357,17000,61000,0.157,1252,0,0,1,0,0,4,3,1,104.8109589,0,0,1,0
4358,27000,110000,0.227,1546,150,0,1,1,0,2,3,1,53.77534247,0,0,1,0
4359,4900,53900,0.106,1180,0,0,1,0,0,2,4,1,120.8191781,0,0,0,0
4360,6300,115000,0.152,1176,588,0,2,0,0,4,2,1,10.74794521,0,0,0,0
4361,16500,87700,0.135,1076,0,0,1,0,0,2,3,1,59.78082192,0,0,0,0
4362,15600,57800,0.153,780,0,0,1,0,0,2,3,1,87.8,0,0,1,0
4363,18100,73300,0.17,1099,0,0,1,0,0,3,3,0,66.78630137,0,0,1,0
4364,18400,90900,0.162,980,0,0,1,0,2,2,3,1,71.7890411,0,0,0,0
4365,35300,71700,0.241,1138,0,0,1,0,1,3,3,0,91.80273973,0,0,0,0
4366,18100,82800,0.14,924,0,0,1,0,1,2,3,1,82.79726027,0,0,1,0
4367,41900,69700,0.663,1056,0,0,1,0,0,2,4,1,85.79726027,0,0,1,0
4368,20300,100100,0.27,1295,0,332,1,0,0,3,2,1,51.77534247,0,0,1,0
4369,15900,48600,0.172,660,0,80,1,0,0,2,2,1,56.77808219,0,0,0,0
4370,28000,106400,0.201,1416,0,209,2,0,2,2,4,1,77.79178082,0,0,1,0
4371,30600,97900,0.199,1056,530,0,2,0,0,3,2,1,97.80547945,0,0,1,0
4372,16000,69700,0.152,902,0,0,1,0,1,2,2,1,92.80273973,0,0,1,0
4373,16800,61000,0.162,788,0,50,1,0,0,2,2,0,90.80273973,0,0,1,0
4374,5200,45000,0.152,1288,0,0,1,0,0,3,3,1,90.80273973,0,0,1,0
4375,29300,101700,0.381,936,432,367,1,0,0,3,2,1,57.77808219,0,0,1,0
4376,10900,52200,0.184,1177,0,0,1,0,0,3,3,0,100.8082192,0,0,0,0
4377,24800,45600,0.161,848,0,266,1,0,0,2,3,0,105.8109589,0,0,0,0
4378,25900,128400,0.169,1529,0,144,2,0,1,3,2,1,85.79726027,0,0,1,0
4379,31600,104400,0.274,1300,0,128,1,1,0,3,2,1,19.75342466,440,0,0,0
4380,40600,112700,0.267,1630,0,240,1,1,2,3,2,1,92.80273973,0,0,0,0
4381,22000,56100,0.161,768,0,0,1,0,0,2,2,0,57.77808219,0,0,1,0
4382,28300,97000,0.184,1032,0,288,1,0,0,3,2,1,52.77534247,0,0,1,0
4383,21800,80100,0.193,1151,0,0,1,0,0,3,2,1,54.77808219,0,1,0,0
4384,14600,42700,0.2,830,0,0,1,0,0,2,2,0,88.8,0,1,0,0
4385,19900,57800,0.157,652,0,0,1,0,0,3,1,1,72.7890411,0,0,1,0
4386,4900,53300,0.106,1180,0,0,1,0,0,2,4,1,120.8191781,0,0,0,0
4387,32000,83400,0.291,1003,300,0,1,0,1,2,2,1,75.79178082,0,0,1,0
4388,6000,29400,0.143,1672,0,0,2,0,0,3,4,0,92.80273973,0,1,0,0
4389,25900,73500,0.16,1018,300,0,1,1,0,2,2,1,84.79726027,0,0,1,0
4390,19300,118800,0.126,1267,150,0,1,1,1,2,4,1,73.7890411,0,0,1,0
4391,16300,30300,0.145,550,0,140,1,0,0,1,3,0,87.8,0,1,0,0
4392,21100,100500,0.454,1529,0,0,1,0,0,3,4,0,62.78356164,0,0,0,0
4393,27900,109600,0.35,1492,0,0,2,0,0,3,2,1,39.76712329,0,0,1,0
4394,28100,105300,0.124,1429,0,48,1,0,1,2,4,1,70.7890411,0,0,1,0
4395,17300,74400,0.197,852,0,0,1,0,0,2,2,1,52.77534247,0,0,1,0
4396,16000,74500,0.153,1056,0,0,1,0,0,2,3,1,58.78082192,0,0,1,0
4397,20900,56200,0.152,861,0,144,1,0,0,2,3,1,94.80547945,0,0,1,0
4398,16600,66600,0.152,1143,0,0,1,0,0,3,2,1,69.78630137,0,0,1,0
4399,28600,104500,0.219,1217,0,256,1,1,0,4,2,1,56.77808219,0,0,1,0
4400,37700,119500,0.36,1500,0,0,1,1,0,4,3,1,39.76712329,440,0,1,0
4401,16900,56500,0.241,988,0,112,1,0,1,2,3,1,86.8,0,0,1,0
4402,13600,56700,0.165,1248,0,0,1,0,0,4,3,0,85.79726027,0,0,0,0
4403,16800,66200,0.176,960,0,0,1,0,0,2,4,0,63.78356164,0,0,1,0
4404,8200,48800,0.132,951,0,0,1,0,1,2,2,0,92.80273973,0,0,0,0
4405,16900,102500,0.204,1404,0,0,2,0,0,3,3,1,37.76438356,0,0,1,0
4406,19200,34300,0.234,576,0,96,1,0,0,1,2,1,57.77808219,0,0,0,0
4407,17500,74600,0.189,1057,0,0,1,0,0,2,3,1,52.77534247,336,0,0,0
4408,27200,113400,0.166,1329,0,0,1,0,0,2,3,1,71.7890411,0,0,1,0
4409,28000,95600,0.182,1004,500,280,1,0,0,3,2,1,51.77534247,0,0,1,0
4410,22400,118300,0.248,1211,500,120,2,1,1,3,2,1,44.76986301,0,0,1,0
4411,23900,168700,0.324,2304,0,168,2,1,1,4,4,1,42.76986301,462,0,1,0
4412,29100,145100,0.19,1572,600,0,2,0,1,2,4,1,78.79452055,0,0,1,0
4413,11700,64500,0.132,1566,0,0,1,0,1,3,4,1,110.8136986,0,0,0,0
4414,22200,89800,0.181,838,150,347,1,0,1,3,2,1,50.77534247,0,0,1,0
4415,12500,40300,0.182,800,0,0,1,0,0,2,2,0,63.78356164,0,1,0,0
4416,7100,81200,0.242,1640,0,0,1,0,0,3,4,1,61.78082192,0,0,0,0
4417,42000,135900,0.173,1792,0,0,1,1,1,3,6,1,97.80547945,0,0,1,0
4418,16000,92300,0.145,826,400,138,1,0,0,2,2,1,21.75342466,0,0,1,0
4419,14000,94700,0.138,1742,0,0,2,0,0,5,3,1,98.80821918,0,0,1,0
4420,18200,104100,0.163,1028,500,0,1,0,0,3,2,1,54.77808219,0,0,1,0
4421,36100,73500,0.42,792,400,0,1,0,0,2,2,1,63.78356164,0,0,1,0
4422,24500,137000,0.305,1794,520,0,1,1,1,3,3,1,52.77534247,0,0,1,0
4423,15700,82300,0.152,1107,0,0,1,0,1,2,3,1,73.7890411,220,0,0,0
4424,31600,76600,1.334,1008,0,392,1,1,1,2,2,1,69.78630137,0,0,1,0
4425,6200,41100,0.149,1466,0,0,1,0,0,3,5,0,100.8082192,0,1,0,0
4426,14400,41500,0.26,616,0,0,1,0,0,2,2,0,52.77534247,0,0,0,0
4427,16800,62400,0.161,676,0,0,1,0,0,2,2,1,61.78082192,0,0,1,0
4428,26300,124200,0.166,1308,0,317,1,0,1,2,3,1,74.79178082,0,0,1,0
4429,16800,94800,0.103,1212,0,280,1,0,0,3,8,1,94.80547945,0,0,1,0
4430,15700,59800,0.152,748,0,180,1,0,0,2,2,1,97.80547945,0,0,1,0
4431,23000,141400,0.232,1290,800,120,1,0,1,3,2,1,52.77534247,840,0,1,0
4432,18500,86600,0.207,968,0,0,1,0,0,3,2,1,58.78082192,0,0,1,0
4433,19900,94600,0.169,1550,0,42,2,0,1,4,2,0,88.8,0,0,1,0
4434,11000,74300,0.149,1236,0,0,1,0,1,2,4,0,91.80273973,0,0,0,0
4435,15900,37700,0.197,604,0,0,1,0,0,2,2,1,75.79178082,0,0,1,0
4436,34000,155300,0.217,1422,0,288,2,0,1,3,3,1,7.745205479,462,0,0,0
4437,12500,54900,0.123,899,0,0,1,0,0,2,2,0,104.8109589,0,0,0,0
4438,16900,126900,0.149,1034,0,120,1,0,0,3,2,1,9.745205479,0,0,0,0
4439,15800,75900,0.153,925,690,0,1,0,0,3,2,0,51.77534247,0,0,0,0
4440,62800,174600,0.419,1790,0,0,2,0,1,3,3,1,50.77534247,440,0,0,0
4441,24200,62300,0.443,1008,0,0,1,0,0,2,3,1,110.8136986,0,0,1,0
4442,20100,74900,0.227,907,0,0,2,0,0,4,2,1,57.77808219,0,0,0,0
4443,16600,43700,0.143,1024,0,224,1,0,0,3,2,0,66.78630137,0,0,1,0
4444,19600,82400,0.358,1404,0,0,1,0,0,4,2,0,52.77534247,0,0,0,0
4445,43500,139800,0.294,1421,350,0,2,0,0,3,3,1,55.77808219,273,0,1,0
4446,23500,111500,0.163,1576,0,0,1,0,1,3,4,1,87.8,0,0,1,0
4447,25300,59900,0.211,776,400,0,1,0,0,2,3,1,48.77260274,240,0,1,0
4448,30600,67900,0.199,882,0,0,1,0,0,2,2,1,96.80547945,0,0,1,0
4449,17600,49300,0.204,840,0,224,1,0,0,2,2,1,92.80273973,0,0,0,0
4450,15100,50600,0.168,752,0,0,1,0,0,2,3,1,60.78082192,0,0,0,0
4451,13400,46900,0.15,888,0,0,1,0,0,2,3,1,92.80273973,0,0,0,0
4452,24200,121200,0.161,1403,0,0,1,0,0,3,3,1,58.78082192,0,0,1,0
4453,28800,168500,0.149,2005,0,144,2,0,1,2,3,1,61.78082192,242,0,1,0
4454,21900,67400,0.222,856,0,64,1,0,0,2,2,1,41.76712329,0,0,1,0
4455,19900,47900,0.183,844,0,0,1,0,0,2,2,0,62.78356164,0,0,0,0
4456,20000,95400,0.19,924,450,0,2,0,0,3,2,1,54.77808219,0,0,1,0
4457,17400,65800,0.196,1193,0,0,1,0,0,4,2,0,55.77808219,0,1,0,0
4458,18100,72400,0.199,780,0,0,1,0,0,2,2,0,55.77808219,312,0,1,0
4459,16800,58200,0.16,768,0,0,1,0,0,2,2,1,81.79452055,0,0,1,0
4460,27700,103300,0.258,1242,500,0,1,1,0,3,3,1,54.77808219,440,0,1,0
4461,14300,96000,0.136,1588,0,0,1,0,1,3,3,1,102.8109589,0,0,1,0
4462,19000,110300,0.172,1075,220,388,2,1,0,3,2,1,32.76164384,0,0,1,0
4463,41200,221100,0.252,3042,0,0,2,1,1,4,5,1,86.8,0,0,0,0
4464,14500,51700,0.157,1037,0,0,1,0,0,2,3,1,97.80547945,0,0,1,0
4465,22700,67200,0.714,899,0,96,1,0,0,2,2,1,89.8,0,0,1,0
4466,11100,73400,0.159,874,0,634,2,0,0,2,3,1,56.77808219,0,0,1,0
4467,14100,47800,0.176,706,0,0,1,0,0,1,2,1,35.76438356,0,0,0,0
4468,12100,56700,0.131,819,0,0,1,0,0,2,2,1,85.79726027,0,0,1,0
4469,8800,44900,0.149,576,0,0,1,0,0,1,3,0,92.80273973,0,0,1,0
4470,16800,48800,0.161,797,0,139,1,0,0,2,2,0,85.79726027,0,0,0,0
4471,14200,95600,0.176,1332,0,0,1,0,0,2,4,1,58.78082192,220,0,1,0
4472,14500,92900,0.227,802,743,120,1,0,0,2,2,1,17.75068493,0,0,1,0
4473,20500,80800,0.165,844,0,0,1,0,0,2,2,1,63.78356164,0,0,1,0
4474,22100,96800,0.209,1435,0,0,2,0,0,3,2,0,55.77808219,0,0,1,0
4475,6500,29200,0.172,730,0,80,1,0,0,2,3,0,135.830137,0,1,0,0
4476,50800,175500,0.344,2497,0,144,2,1,1,4,6,1,51.77534247,0,1,0,0
4477,9900,49700,0.146,800,0,0,1,0,0,2,4,1,90.80273973,0,0,1,0
4478,28700,81900,0.173,892,0,0,1,0,0,2,3,1,72.7890411,0,0,1,0
4479,27900,88000,0.187,960,400,0,1,0,0,2,3,1,54.77808219,240,0,1,0
4480,16600,94000,0.145,840,0,0,1,0,0,3,2,1,38.76712329,0,0,1,0
4481,25500,110700,0.208,1320,400,296,1,1,1,3,3,1,50.77534247,0,0,1,0
4482,16000,76500,0.146,1008,600,0,1,0,1,2,4,1,94.80547945,0,0,1,0
4483,14300,86800,0.207,982,200,120,1,0,0,3,1,1,47.77260274,0,0,1,0
4484,18400,82500,0.165,1002,0,0,1,0,0,2,2,1,47.77260274,0,0,1,0
4485,17900,58600,0.149,768,0,0,1,0,0,2,2,0,94.80547945,0,0,1,0
4486,19900,104300,0.234,1672,0,0,2,1,0,2,3,1,91.80273973,0,0,1,0
4487,17000,40900,0.161,967,0,0,1,0,0,2,2,1,98.80821918,0,0,0,0
4488,13700,54300,0.164,660,0,64,1,0,0,2,2,0,56.77808219,0,0,0,0
4489,13700,37900,0.15,696,0,0,1,0,0,2,2,0,91.80273973,0,0,0,0
4490,48500,91600,0.228,928,0,0,1,0,0,2,3,1,72.7890411,240,0,1,0
4491,26600,141900,0.239,1628,500,320,2,0,1,3,4,1,39.76712329,0,0,1,0
4492,15600,96600,0.146,1188,0,0,1,0,0,3,3,0,53.77534247,0,0,1,0
4493,46200,158500,0.273,1500,250,429,1,1,1,3,3,1,72.7890411,190,0,1,0
4494,15400,47900,0.165,728,0,0,1,0,0,2,2,0,51.77534247,0,1,0,0
4495,18800,80300,0.238,900,0,0,1,0,0,2,2,0,51.77534247,300,0,1,0
4496,21400,99000,0.161,816,0,0,1,0,0,3,1,0,27.75890411,0,0,1,0
4497,4800,47700,0.106,1097,0,0,1,0,0,3,2,1,97.80547945,0,0,1,0
4498,17200,49100,0.192,1096,0,0,1,0,0,3,3,0,89.8,0,0,1,0
4499,21600,119200,0.265,2027,0,0,2,1,0,3,3,1,53.77534247,572,0,1,0
4500,22600,139800,0.367,1432,0,0,2,0,0,3,2,1,38.76712329,0,0,1,0
4501,28000,136300,0.156,2474,0,0,2,1,1,5,4,1,1375.654795,0,0,1,0
4502,25800,117400,0.165,1311,364,0,1,0,0,3,3,1,63.78356164,0,0,1,0
4503,21900,92300,0.173,981,700,0,1,0,0,3,2,1,51.77534247,0,0,1,0
4504,24800,79700,0.165,940,0,0,1,0,0,2,3,1,63.78356164,0,0,0,0
4505,14100,33200,0.088,835,0,0,1,0,1,2,3,1,87.8,0,1,0,0
4506,15500,55100,0.231,936,0,0,1,0,0,2,3,0,90.80273973,0,0,1,0
4507,12600,28300,0.152,780,0,0,1,0,0,2,2,1,92.80273973,0,1,0,0
4508,26700,115300,0.163,1204,0,96,1,0,1,3,3,1,95.80547945,0,0,1,0
4509,26300,164200,0.353,1598,0,192,2,1,0,3,3,1,6.745205479,460,0,0,0
4510,14500,40600,0.157,1248,0,0,1,0,0,3,2,0,87.8,0,1,0,0
4511,52400,205900,0.333,2105,0,0,2,1,2,3,4,1,70.7890411,0,0,1,0
4512,14300,36100,0.164,879,0,0,1,0,0,3,2,0,109.8136986,0,0,0,0
4513,18100,73300,0.17,1099,0,0,1,0,0,3,3,0,66.78630137,0,0,1,0
4514,32600,167700,0.207,1635,0,120,2,1,1,3,3,1,4.742465753,483,0,0,0
4515,14500,111100,0.311,1512,0,128,2,0,0,3,3,1,33.76164384,0,0,1,0
4516,27700,87400,0.16,1037,260,0,1,0,0,2,2,1,60.78082192,0,0,1,0
4517,5600,75800,0.13,977,0,100,2,0,0,3,2,1,10.74794521,0,0,0,0
4518,30700,148900,0.215,2125,0,340,3,0,1,4,4,1,101.8082192,0,0,1,0
4519,9200,22000,0.17,1100,0,0,1,1,0,4,4,1,123.8219178,0,1,0,0
4520,14400,80100,0.153,918,400,0,1,0,0,3,2,1,54.77808219,0,0,0,0
4521,15200,70600,0.15,1224,0,0,1,0,0,3,3,0,110.8136986,0,0,1,0
4522,4400,42900,0.112,1029,0,0,1,0,0,2,3,0,97.80547945,0,0,0,0
4523,19300,81000,0.187,801,600,309,1,0,0,3,2,1,46.77260274,0,0,1,0
4524,26100,78700,0.148,896,220,0,1,0,0,2,3,1,96.80547945,0,0,1,0
4525,32000,135500,0.402,1988,0,472,1,1,1,3,6,1,89.8,0,0,1,0
4526,51200,300500,0.309,2076,480,140,2,1,2,3,5,1,80.79452055,0,0,1,0
4527,4600,60300,0.161,768,56,0,2,0,0,2,2,1,39.76712329,0,0,0,0
4528,22100,53100,0.399,928,0,0,1,0,0,3,2,1,38.76712329,0,1,0,0
4529,14900,52000,0.212,1032,0,0,1,0,0,3,3,1,68.78630137,0,0,0,0
4530,19000,91300,0.196,960,0,0,1,0,0,3,2,1,55.77808219,0,0,1,0
4531,27000,108700,0.179,1143,578,0,1,1,0,3,2,1,49.77260274,0,0,1,0
4532,11600,56600,0.147,854,0,160,1,0,0,2,3,1,104.8109589,0,0,0,0
4533,20000,82400,0.207,1008,0,80,1,0,0,3,2,1,56.77808219,0,0,1,0
4534,22700,75800,0.16,927,0,339,1,0,0,2,4,1,88.8,0,0,1,0
4535,30500,78000,0.179,990,0,144,1,0,0,2,2,1,63.78356164,0,0,1,0
4536,25600,101500,0.172,1040,500,0,2,0,0,3,2,1,52.77534247,0,0,1,0
4537,15500,32700,0.152,642,0,70,1,0,0,1,3,1,95.80547945,0,1,0,0
4538,27400,55800,0.208,720,0,120,1,0,0,2,2,1,57.77808219,0,0,0,0
4539,25400,52700,0.179,1002,0,0,1,0,0,2,2,0,94.80547945,0,0,0,0
4540,58700,108000,0.484,1360,156,0,1,0,1,2,3,1,57.77808219,0,0,1,0
4541,31800,172100,0.205,2088,0,120,2,1,1,3,3,1,7.745205479,440,0,0,0
4542,18900,77900,0.157,988,0,0,1,0,0,2,3,1,89.8,0,0,1,0
4543,17500,72700,0.165,928,0,168,1,0,1,2,2,1,83.79726027,0,0,1,0
4544,15200,31400,0.17,572,0,0,1,0,0,1,2,0,54.77808219,0,0,1,0
4545,25300,90000,0.347,925,730,0,2,0,0,5,1,1,34.76438356,0,0,1,0
4546,27400,102200,0.205,844,0,212,1,0,1,2,2,1,34.76438356,0,0,1,0
4547,26300,110000,0.166,1012,200,0,2,0,0,2,2,1,64.78356164,0,0,1,0
4548,20300,59800,0.303,1302,0,36,1,0,0,3,3,1,62.78356164,216,0,1,0
4549,27500,117200,0.179,1204,300,144,1,1,0,3,2,1,52.77534247,0,0,1,0
4550,28500,72700,0.209,912,0,0,1,0,1,3,2,1,61.78082192,0,0,0,0
